execution_time,total_cost,path,query_execution_time
26522.159576416016,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
16657.352447509766,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
25537.490844726562,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
22249.937057495117,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
15797.853469848633,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
22387.266159057617,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
33416.2712097168,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
19478.08265686035,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
16897.67837524414,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
17318.010330200195,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
17194.747924804688,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
14438.152313232422,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
25074.481964111328,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
19893.646240234375,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
12276.887893676758,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
14862.775802612305,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
18010.13946533203,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
14157.533645629883,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
24584.293365478516,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
13822.317123413086,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
15703.439712524414,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
13010.978698730469,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
15761.852264404297,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
19017.696380615234,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",0
23782.49168395996,5.0,"[1000, 1084, 1151, 1459, 1145, 1110]",1
14819.145202636719,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
18798.351287841797,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
14141.082763671875,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
17011.88087463379,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
30748.367309570312,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
14700.41275024414,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
14761.44790649414,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
19331.693649291992,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
14513.969421386719,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
22560.35804748535,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
16150.951385498047,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
20025.73013305664,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
16772.031784057617,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
17141.103744506836,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
22666.69273376465,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
17136.812210083008,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
17489.43328857422,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
16767.263412475586,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
16024.82795715332,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
22683.143615722656,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
13883.352279663086,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
14535.665512084961,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",1
17285.10856628418,6.0,"[1000, 1447, 1185, 1335, 1112, 1342, 1110]",0
26941.776275634766,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
23019.075393676758,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
18514.633178710938,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
19603.729248046875,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
27459.144592285156,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
18276.691436767578,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
16350.984573364258,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
19080.87730407715,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
24931.43081665039,7.0,"[1000, 1352, 1362, 1253, 1243, 1175, 1342, 1110]",1
14424.800872802734,7.0,"[1000, 1352, 1362, 1253, 1243, 1175, 1342, 1110]",1
23896.455764770508,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
29001.235961914062,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
16984.70115661621,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",1
22741.317749023438,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
30479.43115234375,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",1
18348.217010498047,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
19381.999969482422,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
27403.831481933594,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
23595.094680786133,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
24216.413497924805,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",1
21280.527114868164,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
15011.787414550781,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
14665.12680053711,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
19025.802612304688,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
15347.24235534668,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",1
14657.735824584961,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
21888.256072998047,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
17218.589782714844,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
16579.627990722656,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",1
23877.620697021484,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
13779.640197753906,7.0,"[1000, 1447, 1185, 1258, 1376, 1175, 1342, 1110]",0
17209.768295288086,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
21256.208419799805,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
17463.68408203125,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
22183.41827392578,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",1
15259.027481079102,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
22983.074188232422,7.0,"[1000, 1084, 1244, 1214, 1092, 1329, 1387, 1110]",0
15696.525573730469,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20166.397094726562,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13608.455657958984,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
21250.247955322266,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13812.780380249023,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22392.03453063965,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16307.11555480957,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
30265.331268310547,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15161.275863647461,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
28012.27569580078,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23684.024810791016,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
29358.625411987305,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17683.744430541992,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23273.468017578125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16592.26417541504,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21696.56753540039,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20984.888076782227,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
26896.71516418457,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19362.926483154297,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23306.36978149414,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18403.53012084961,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
26301.145553588867,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17904.52003479004,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23470.87860107422,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23617.029190063477,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
32082.557678222656,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
24135.589599609375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
36451.101303100586,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18747.09129333496,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
19800.424575805664,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14821.290969848633,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20773.649215698242,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16578.67431640625,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
19314.289093017578,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12684.345245361328,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20678.281784057617,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18932.342529296875,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19104.480743408203,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16228.914260864258,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23067.951202392578,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
13465.88134765625,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
24269.34242248535,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
19802.570343017578,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
32521.486282348633,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22235.631942749023,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
36230.80253601074,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
30624.3896484375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
47701.120376586914,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16060.590744018555,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
27680.635452270508,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
21162.033081054688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
21438.8370513916,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18459.796905517578,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23613.691329956055,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21817.445755004883,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
25304.317474365234,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18648.624420166016,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
24306.297302246094,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15787.601470947266,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20115.375518798828,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16431.093215942383,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18931.62727355957,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16326.189041137695,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18279.552459716797,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17456.2931060791,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
25830.26885986328,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14602.422714233398,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19941.329956054688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14478.683471679688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19816.875457763672,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15453.577041625977,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19870.04280090332,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16598.939895629883,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21769.046783447266,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20899.057388305664,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19711.971282958984,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
12333.63151550293,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20322.084426879883,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14913.082122802734,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20236.25373840332,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16775.60806274414,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23661.375045776367,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16044.61669921875,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20229.578018188477,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14600.992202758789,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21466.01676940918,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14120.340347290039,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19047.975540161133,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16412.49656677246,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20761.25144958496,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16796.350479125977,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
24786.710739135742,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15336.751937866211,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17916.440963745117,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
13095.617294311523,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20569.0860748291,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
13763.904571533203,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
26093.95980834961,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18655.53855895996,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20358.562469482422,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15234.47036743164,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
27082.443237304688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17158.985137939453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21545.41015625,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19090.890884399414,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
27803.659439086914,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
24205.684661865234,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21008.49151611328,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17090.320587158203,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20368.576049804688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15769.720077514648,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20490.169525146484,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15944.242477416992,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18652.915954589844,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13924.598693847656,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17704.010009765625,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15254.974365234375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19180.5362701416,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15832.901000976562,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19554.853439331055,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15345.096588134766,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22797.346115112305,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16387.224197387695,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19529.342651367188,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13893.604278564453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18518.20945739746,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14135.599136352539,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18841.74346923828,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
24716.854095458984,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17923.831939697266,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22250.890731811523,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
27297.496795654297,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16739.368438720703,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19367.456436157227,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
21922.588348388672,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
25072.574615478516,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18024.682998657227,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",3
19273.996353149414,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16779.422760009766,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21168.231964111328,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14633.1787109375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14461.755752563477,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15233.278274536133,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
25836.944580078125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14083.623886108398,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13562.440872192383,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15540.599822998047,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23560.285568237305,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14911.413192749023,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22032.02247619629,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16224.62272644043,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20838.73748779297,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13856.649398803711,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14867.782592773438,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18322.467803955078,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
29058.69483947754,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14839.17236328125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18876.55258178711,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15028.715133666992,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18903.732299804688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22012.710571289062,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17245.054244995117,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15508.174896240234,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
19720.077514648438,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13685.941696166992,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15050.172805786133,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17396.926879882812,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22955.41763305664,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18821.71630859375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22144.794464111328,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18110.036849975586,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
26567.459106445312,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22809.02862548828,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16100.645065307617,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
21626.23405456543,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23169.517517089844,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
14487.504959106445,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16535.520553588867,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18530.607223510742,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20102.02407836914,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15585.42251586914,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15116.453170776367,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18404.483795166016,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20011.90185546875,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15842.914581298828,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
